Name	Type	Nullable	References	Description
name	name	true		"extension name"
version	text	true		"version name"
installed	bool	true		"true if this version of this extension is currently installed"
superuser	bool	true		"true if only superusers are allowed to install this extension (but see trusted)"
trusted	bool	true		"true if the extension can be installed by non-superusers with appropriate privileges"
relocatable	bool	true		"true if extension can be relocated to another schema"
schema	name	true		"name of the schema that the extension must be installed into, or null if partially or fully relocatable"
requires	name[]	true		"names of prerequisite extensions, or null if none"
comment	text	true		"comment string from the extension's control file"
