objoid	oid	true	"any oid colum"	"the oid of the object this security label pertains t"
classoid	oid	true	pg_class.oid	"the oid of the system catalog this object appears i"
objsubid	int4	true		"for a security label on a table column, this is the column number (the objoid and classoid refer to the table itself). for all other object types, this column is zero"
objtype	text	true		"the type of object to which this label applies, as text"
objnamespace	oid	true	pg_namespace.oid	"the oid of the namespace for this object, if applicable; otherwise null"
objname	text	true		"the name of the object to which this label applies, as text"
provider	text	true	pg_seclabel.provider	"the label provider associated with this label"
label	text	true	pg_seclabel.label	"the security label applied to this object"
