name	text	true		"the name of the shared memory allocation. null for unused memory and <anonymous> for anonymous allocations"
off	int8	true		"the offset at which the allocation starts. null for anonymous allocations, since details related to them are not known"
size	int8	true		"size of the allocatio"
allocated_size	int8	true		"size of the allocation including padding. for anonymous allocations, no information about padding is available, so the size and allocated_size columns will always be equal. padding is not meaningful for free memory, so the columns will be equal in that case also"
