schemaname	name	true		"name of schema containing table policy is o"
tablename	name	true		"name of table policy is o"
policyname	name	true		"name of polic"
permissive	text	true		"is the policy permissive or restrictive"
roles	name[]	true		"the roles to which this policy applie"
cmd	text	true		"the command type to which the policy is applie"
qual	text	true		"the expression added to the security barrier qualifications for queries that this policy applies t"
with_check	text	true		"the expression added to the with check qualifications for queries that attempt to add rows to this tabl"
