Name	Type	References	Description
tmplname	name	 	Text search template name
tmplnamespace	oid	pg_namespace.oid	The OID of the namespace that contains this\n template
tmplinit	regproc	pg_proc.oid	OID of the template's initialization function
tmpllexize	regproc	pg_proc.oid	OID of the template's lexize function
