Index	Name	Type	Nullable	References	Description
0	oid	oid			"row identifier"
1	opcmethod	oid			"index access method operator class is for"
2	opcname	name			"name of this operator class"
3	opcnamespace	oid			"namespace of this operator class"
4	opcowner	oid			"owner of the operator class"
5	opcfamily	oid			"operator family containing the operator class"
6	opcintype	oid			"data type that the operator class indexes"
7	opcdefault	bool			"true if this operator class is the default for opcintype"
8	opckeytype	oid			"type of data stored in index, or zero if same as opcintype"
