Index	Name	Type	Nullable	References	Description
1	oid	oid	false		"row identifier"
2	adrelid	oid	false		"the table this column belongs to"
3	adnum	int2	false		"the number of the column"
4	adbin	pg_node_tree	false		"the column default value, in nodetostring() representation. use pg_get_expr(adbin, adrelid) to convert it to an sql expression."
