Index	Name	Type	Nullable	References	Description
0	classid	oid			"the oid of the system catalog the dependent object is in"
1	objid	oid			"the oid of the specific dependent object"
2	objsubid	int4			"for a table column, this is the column number (the objid and classid refer to the table itself). for all other object types, this column is zero."
3	refclassid	oid			"the oid of the system catalog the referenced object is in"
4	refobjid	oid			"the oid of the specific referenced object"
5	refobjsubid	int4			"for a table column, this is the column number (the refobjid and refclassid refer to the table itself). for all other object types, this column is zero."
6	deptype	char			"a code defining the specific semantics of this dependency relationship; see text"
