Index	Name	Type	Nullable	References	Description
1	opcamid	oid		pg_am.oid	"index access method operator class is for"
2	opcname	name			"name of this operator class"
3	opcnamespace	oid		pg_namespace.oid	"namespace of this operator class"
4	opcowner	int4		pg_shadow.usesysid	"operator class owner"
5	opcintype	oid		pg_type.oid	"input data type of the operator class"
6	opcdefault	bool			"true if this operator class is the default for opcintype"
7	opckeytype	oid		pg_type.oid	"type of index data, or zero if same as opcintype"
