Index	Name	Type	Nullable	References	Description
1	adrelid	oid		pg_class.oid	"the table this column belongs to"
2	adnum	int2		pg_attribute.attnum	"the number of the column"
3	adbin	text			"the internal representation of the column default value"
4	adsrc	text			"a human-readable representation of the default value"
