Name	Type	Nullable	Default
schemaname	name	true
tablename	name	true
statistics_schemaname	name	true
statistics_name	name	true
statistics_owner	name	true
expr	text	true
inherited	boolean	true
null_frac	real	true
avg_width	integer	true
n_distinct	real	true
most_common_vals	anyarray	true
most_common_freqs	real[]	true
histogram_bounds	anyarray	true
correlation	real	true
most_common_elems	anyarray	true
most_common_elem_freqs	real[]	true
elem_count_histogram	real[]	true
