Index	Name	Type	References	Description
0	amopclaid	OID		pg_opclass.oid	"the index operator class this entry is for"
1	amopsubtype	OID		pg_type.oid	"subtype to distinguish multiple entries for one strategy; zero for default"
2	amopstrategy	INT2			"operator strategy number"
3	amopreqcheck	BOOL			"index hit must be rechecked"
4	amopopr	OID		pg_operator.oid	"oid of the operator"
