Index	Name	Type	Nullable	References	Description
0	adrelid	oid		pg_class.oid	"the table this column belongs to"
1	adnum	int2		pg_attribute.attnum	"the number of the column"
2	adbin	text			"the internal representation of the column default value"
3	adsrc	text			"a human-readable representation of the default value"
