Index	Name	Type	Nullable	References	Description
1	amopclaid	oid		pg_opclass.oid	"the index operator class this entry is for"
2	amprocsubtype	oid		pg_type.oid	"subtype, if cross-type routine, else zero"
3	amprocnum	int2			"support procedure number"
4	amproc	regproc		pg_proc.oid	"oid of the procedure"
