Name	Type	Nullable
tableoid	oid	false
cmax	cid	false
xmax	xid	false
cmin	cid	false
xmin	xid	false
oid	oid	false
ctid	tid	false
stxrelid	oid	false
stxname	name	false
stxnamespace	oid	false
stxowner	oid	false
stxkeys	int2vector	false
stxkind	char[]	false
stxndistinct	pg_ndistinct	true
stxdependencies	pg_dependencies	true
