line_number	int4	true		"line number of this rule in pg_hba.con"
type	text	true		"type of connectio"
database	text[]	true		"list of database name(s) to which this rule applie"
user_name	text[]	true		"list of user and group name(s) to which this rule applie"
address	text	true		"host name or ip address, or one of all, samehost, or samenet, or null for local connection"
netmask	text	true		"ip address mask, or null if not applicabl"
auth_method	text	true		"authentication metho"
options	text[]	true		"options specified for authentication method, if an"
error	text	true		"if not null, an error message indicating why this line could not be processe"
