Name	Type	Nullable	References	Description
lancompiler	text			"not currently used"
lanispl	bool			"this is false for internal languages (such as sql) and true for dynamically loaded language handler modules. it essentially means that, if it is true, the language may be dropped."
lanname	name			"name of the language (to be specified when creating a function)"
lanplcallfoid	oid		pg_proc.oid	"for non-internal languages this references the language handler, which is a special function that is responsible for executing all functions that are written in the particular language."
lanpltrusted	bool			"this is a trusted language. see under create language what this means. if this is an internal language (lanispl is false) then this field is meaningless."
