Name	Type	Nullable	References	Description
umid	oid	true		"oid of the user mapping"
srvid	oid	true		"the oid of the foreign server that contains this mapping"
srvname	name	true		"name of the foreign server"
umuser	oid	true		"oid of the local role being mapped, or zero if the user mapping is public"
usename	name	true		"name of the local user to be mapped"
umoptions	text[]	true		"user mapping specific options, as ""keyword=value"" strings"
