Name	Type	Nullable	References	Description
schemaname	name	true		"name of schema containing table policy is on"
tablename	name	true		"name of table policy is on"
policyname	name	true		"name of policy"
permissive	text	true		"is the policy permissive or restrictive?"
roles	name[]	true		"the roles to which this policy applies"
cmd	text	true		"the command type to which the policy is applied"
qual	text	true		"the expression added to the security barrier qualifications for queries that this policy applies to"
with_check	text	true		"the expression added to the with check qualifications for queries that attempt to add rows to this table"
