Index	Name	Type	Nullable	References	Description
0	oid	oid			"row identifier"
1	defaclrole	oid			"the oid of the role associated with this entry"
2	defaclnamespace	oid			"the oid of the namespace associated with this entry, or zero if none"
3	defaclobjtype	char			"type of object this entry is for: r = relation (table, view), s = sequence, f = function, t = type, n = schema"
4	defaclacl	aclitem[]			"access privileges that this type of object should have on creation"
