Index	Name	Type	Nullable	References	Description
1	dbid	oid			"the oid of the database the dependent object is in, or zero for a shared object or a shared_dependency_pin entry"
2	classid	oid			"the oid of the system catalog the dependent object is in, or zero for a shared_dependency_pin entry"
3	objid	oid			"the oid of the specific dependent object, or zero for a shared_dependency_pin entry"
4	objsubid	int4			"for a table column, this is the column number (the objid and classid refer to the table itself). for all other object types, this column is zero."
5	refclassid	oid			"the oid of the system catalog the referenced object is in (must be a shared catalog)"
6	refobjid	oid			"the oid of the specific referenced object"
7	deptype	char			"a code defining the specific semantics of this dependency relationship; see text"
