Index	Name	Type	Nullable	References	Description
0	classid	OID			"the oid of the system catalog the dependent object is in, or zero for a dependency_pin entry"
1	objid	OID			"the oid of the specific dependent object, or zero for a dependency_pin entry"
2	objsubid	INT4			"for a table column, this is the column number (the objid and classid refer to the table itself). for all other object types, this column is zero."
3	refclassid	OID			"the oid of the system catalog the referenced object is in"
4	refobjid	OID			"the oid of the specific referenced object"
5	refobjsubid	INT4			"for a table column, this is the column number (the refobjid and refclassid refer to the table itself). for all other object types, this column is zero."
6	deptype	CHAR			"a code defining the specific semantics of this dependency relationship; see text"
