Name	Type	Nullable	References	Description
classid	oid		pg_class.oid	"the oid of the system catalog the dependent object is in"
dbid	oid		pg_database.oid	"the oid of the database the dependent object is in, or zero for a shared object"
deptype	char			"a code defining the specific semantics of this dependency relationship; see text"
objid	oid		"any oid column"	"the oid of the specific dependent object"
objsubid	int4			"for a table column, this is the column number (the objid and classid refer to the table itself). for all other object types, this column is zero"
refclassid	oid		pg_class.oid	"the oid of the system catalog the referenced object is in (must be a shared catalog)"
refobjid	oid		"any oid column"	"the oid of the specific referenced object"
