Name	Type	Nullable	References	Description
fdwacl	aclitem[]			"access privileges; see grant and revoke for details"
fdwname	name			"name of the foreign-data wrapper"
fdwoptions	text[]			"foreign-data wrapper specific options, as ""keyword=value"" strings"
fdwowner	oid		pg_authid.oid	"owner of the foreign-data wrapper"
fdwvalidator	oid		pg_proc.oid	"references a validator function that is responsible for checking the validity of the generic options given to the foreign-data wrapper, as well as to foreign servers and user mappings using the foreign-data wrapper. zero if no validator is provided."
