Index	Name	Type	Nullable	References	Description
0	usename	NAME			"user name"
1	usesysid	INT4			"user id (arbitrary number used to reference this user)"
2	usecreatedb	BOOL			"user may create databases"
3	usetrace	BOOL			"not used"
4	usesuper	BOOL			"user is a superuser"
5	usecatupd	BOOL			"user may update system catalogs. (even a superuser may not do this unless this attribute is true.)"
6	passwd	TEXT			password
7	valuntil	ABSTIME			"account expiry time (only used for password authentication)"
