Index	Name	Type	Nullable	References	Description
1	objoid	oid		"any oid attribute"	"the oid of the object this description pertains to"
2	classoid	oid		pg_class.oid	"the oid of the system catalog this object appears in"
3	objsubid	int4			"for a comment on a table attribute, this is the attribute's column number (the objoid and classoid refer to the table itself). for all other object types, this field is presently zero."
4	description	text			"arbitrary text that serves as the description of this object."
