Index	Name	Type	Nullable	References	Description
1	schemaname	name			"name of schema containing materialized view"
2	matviewname	name			"name of materialized view"
3	matviewowner	name			"name of materialized view's owner"
4	tablespace	name			"name of tablespace containing materialized view (null if default for database)"
5	hasindexes	boolean			"true if materialized view has (or recently had) any indexes"
6	ispopulated	boolean			"true if materialized view is currently populated"
7	definition	text			"materialized view definition (a reconstructed select query)"
