Name	Type	References	Description
roleid	oid	pg_authid.oid	"id of a role that has a member"
member	oid	pg_authid.oid	"id of a role that is a member of roleid"
grantor	oid	pg_authid.oid	"id of the role that granted this membership"
admin_option	bool		"true if member may grant membership in roleid to others"
