Name	Type	Nullable	References	Description
schemaname	name	true	pg_namespace.nspname	"name of schema containing table policy is on"
tablename	name	true	pg_class.relname	"name of table policy is on"
policyname	name	true	pg_policy.polname	"name of policy"
roles	name[]	true		"the roles to which this policy applies"
cmd	text	true		"the command type to which the policy is applied"
qual	text	true		"the expression added to the security barrier qualifications for queries that this policy applies to"
with_check	text	true		"the expression added to the with check qualifications for queries that attempt to add rows to this table"
