Index	Name	Type	Nullable	References	Description
0	schemaname	name			"name of schema containing table policy is on"
1	tablename	name			"name of table policy is on"
2	policyname	name			"name of policy"
3	permissive	text			"is the policy permissive or restrictive?"
4	roles	name[]			"the roles to which this policy applies"
5	cmd	text			"the command type to which the policy is applied"
6	qual	text			"the expression added to the security barrier qualifications for queries that this policy applies to"
7	with_check	text			"the expression added to the with check qualifications for queries that attempt to add rows to this table"
