Index	Name	Type	Nullable	References	Description
1	name	text			"name of the memory context"
2	ident	text			"identification information of the memory context. this field is truncated at 1024 bytes"
3	parent	text			"name of the parent of this memory context"
4	level	int4			"distance from topmemorycontext in context tree"
5	total_bytes	int8			"total bytes allocated for this memory context"
6	total_nblocks	int8			"total number of blocks allocated for this memory context"
7	free_bytes	int8			"free space in bytes"
8	free_chunks	int8			"total number of free chunks"
9	used_bytes	int8			"used space in bytes"
