Index	Name	Type	Nullable	References	Description
0	umid	oid			"oid of the user mapping"
1	srvid	oid			"the oid of the foreign server that contains this mapping"
2	srvname	name			"name of the foreign server"
3	umuser	oid			"oid of the local role being mapped, or zero if the user mapping is public"
4	usename	name			"name of the local user to be mapped"
5	umoptions	text[]			"user mapping specific options, as ""keyword=value"" strings"
