Index	Name	Type	Nullable	References	Description
1	schemaname	name		pg_namespace.nspname	"name of schema containing table and index"
2	tablename	name		pg_class.relname	"name of table the index is for"
3	indexname	name		pg_class.relname	"name of index"
4	indexdef	text			"index definition (a reconstructed creation command)"
