Index	Name	Type	References	Description
0	name	TEXT			"run-time configuration parameter name"
1	setting	TEXT			"current value of the parameter"
2	context	TEXT			"context required to set the parameter's value"
3	vartype	TEXT			"parameter type (bool, integer, real, or string)"
4	source	TEXT			"source of the current parameter value"
5	min_val	TEXT			"minimum allowed value of the parameter (null for nonnumeric values)"
6	max_val	TEXT			"maximum allowed value of the parameter (null for nonnumeric values)"
