Index	Name	Type	References	Description
0	schemaname	NAME		pg_namespace.nspname	"name of schema containing table"
1	tablename	NAME		pg_class.relname	"name of table"
2	tableowner	NAME		pg_shadow.usename	"name of table's owner"
3	hasindexes	BOOLEAN		pg_class.relhasindex	"true if table has (or recently had) any indexes"
4	hasrules	BOOLEAN		pg_class.relhasrules	"true if table has rules"
5	hastriggers	BOOLEAN		pg_class.reltriggers	"true if table has triggers"
