Name	Type	Nullable
pid	int4	true
datid	oid	true
datname	name	true
relid	oid	true
phase	text	true
sample_blks_total	int8	true
sample_blks_scanned	int8	true
ext_stats_total	int8	true
ext_stats_computed	int8	true
child_tables_total	int8	true
child_tables_done	int8	true
current_child_table_relid	oid	true
