Index	Name	Type	Nullable	References	Description
1	usename	name	true		"user name"
2	usesysid	oid	true		"id of this user"
3	usecreatedb	bool	true		"user can create databases"
4	usesuper	bool	true		"user is a superuser"
5	userepl	bool	true		"user can initiate streaming replication and put the system in and out of backup mode."
6	usebypassrls	bool	true		"user bypasses every row-level security policy"
7	passwd	text	true		"password (possibly encrypted); null if none. see pg_authid for details of how encrypted passwords are stored."
8	valuntil	timestamptz	true		"password expiry time (only used for password authentication)"
9	useconfig	text[]	true		"session defaults for run-time configuration variables"
