0	umid	OID			"oid of the user mapping"
1	srvid	OID			"the oid of the foreign server that contains this mapping"
2	srvname	NAME			"name of the foreign server"
3	umuser	OID			"oid of the local role being mapped, or zero if the user mapping is public"
4	usename	NAME			"name of the local user to be mapped"
5	umoptions	TEXT[]			"user mapping specific options, as “keyword=value” strings"
