Index	Name	Type	Nullable	References	Description
1	name	text	true		"name of the memory context"
2	ident	text	true		"identification information of the memory context. this field is truncated at 1024 bytes"
3	parent	text	true		"name of the parent of this memory context"
4	level	int4	true		"distance from topmemorycontext in context tree"
5	total_bytes	int8	true		"total bytes allocated for this memory context"
6	total_nblocks	int8	true		"total number of blocks allocated for this memory context"
7	free_bytes	int8	true		"free space in bytes"
8	free_chunks	int8	true		"total number of free chunks"
9	used_bytes	int8	true		"used space in bytes"
