Index	Name	Type	Nullable	References	Description
0	transaction	xid			"numeric transaction identifier of the prepared transaction"
1	gid	text			"global transaction identifier that was assigned to the transaction"
2	prepared	timestamptz			"time at which the transaction was prepared for commit"
3	owner	name			"name of the user that executed the transaction"
4	database	name			"name of the database in which the transaction was executed"
