Index	Name	Type	Nullable	References	Description
1	oid	oid			"row identifier (hidden attribute; must be explicitly selected)"
2	extname	name			"name of the extension"
3	extowner	oid		pg_authid.oid	"owner of the extension"
4	extnamespace	oid		pg_namespace.oid	"schema containing the extension's exported objects"
5	extrelocatable	bool			"true if extension can be relocated to another schema"
6	extversion	text			"version name for the extension"
7	extconfig	oid[]		pg_class.oid	"array of regclass oids for the extension's configuration table(s), or null if none"
8	extcondition	text[]			"array of where-clause filter conditions for the extension's configuration table(s), or null if none"
