Index	Name	Type	Nullable	References	Description
1	oid	oid			"row identifier (hidden attribute; must be explicitly selected)"
2	nspname	name			"name of the namespace"
3	nspowner	oid		pg_authid.oid	"owner of the namespace"
4	nspacl	aclitem[]			"access privileges; see grant and revoke for details"
