Index	Name	Type	Nullable	References	Description
1	inhrelid	oid		pg_class.oid	"the oid of the child table"
2	inhparent	oid		pg_class.oid	"the oid of the parent table"
3	inhseqno	int4			"if there is more than one direct parent for a child table (multiple inheritance), this number tells the order in which the inherited columns are to be arranged. the count starts at 1."
