Index	Name	Type	Nullable	References	Description
-2	oid	oid	false		"row identifier (hidden attribute; must be explicitly selected)"
1	amname	name	false		"name of the access method"
2	amstrategies	int2	false		"number of operator strategies for this access method, or zero if access method does not have a fixed set of operator strategies"
3	amsupport	int2	false		"number of support routines for this access method"
4	amcanorder	bool	false		"does the access method support ordered scans sorted by the indexed column's value?"
5	amcanorderbyop	bool	false		"does the access method support ordered scans sorted by the result of an operator on the indexed column?"
6	amcanbackward	bool	false		"does the access method support backward scanning?"
7	amcanunique	bool	false		"does the access method support unique indexes?"
8	amcanmulticol	bool	false		"does the access method support multicolumn indexes?"
9	amoptionalkey	bool	false		"does the access method support a scan without any constraint for the first index column?"
10	amsearcharray	bool	false		"does the access method support scalararrayopexpr searches?"
11	amsearchnulls	bool	false		"does the access method support is null/not null searches?"
12	amstorage	bool	false		"can index storage data type differ from column data type?"
13	amclusterable	bool	false		"can an index of this type be clustered on?"
14	ampredlocks	bool	false		"does an index of this type manage fine-grained predicate locks?"
15	amkeytype	oid	false		"type of data stored in index, or zero if not a fixed type"
16	aminsert	regproc	false		"insert this tuple"" function"
17	ambeginscan	regproc	false		"prepare for index scan"" function"
18	amgettuple	regproc	false		"next valid tuple"" function, or zero if none"
19	amgetbitmap	regproc	false		"fetch all valid tuples"" function, or zero if none"
20	amrescan	regproc	false		"(re)start index scan"" function"
21	amendscan	regproc	false		"clean up after index scan"" function"
22	ammarkpos	regproc	false		"mark current scan position"" function"
23	amrestrpos	regproc	false		"restore marked scan position"" function"
24	ambuild	regproc	false		"build new index"" function"
25	ambuildempty	regproc	false		"build empty index"" function"
26	ambulkdelete	regproc	false		"bulk-delete function"
27	amvacuumcleanup	regproc	false		"post-vacuum cleanup function"
28	amcanreturn	regproc	false		"function to check whether index supports index-only scans, or zero if none"
29	amcostestimate	regproc	false		"function to estimate cost of an index scan"
30	amoptions	regproc	false		"function to parse and validate reloptions for an index"
