Name	Type	References	Description
objoid	oid	"any oid column"	"the oid of the specific object"
classoid	oid	pg_class.oid	"the oid of the system catalog the object is in"
objsubid	int4		"for a table column, this is the column number (the objoid and classoid refer to the table itself). for all other object types, this column is zero."
privtype	char		"a code defining the type of initial privilege of this object; see text"
initprivs	aclitem[]		"the initial access privileges; see grant and revoke for details"
